Name,Annotation status,Annotation area,CNTR,CRB,MOB,SP,WPOT,SU,SC,MAA,MAEN,MAENRC,MAFG,MAFR,MAG,MALCB,MASB,MASG
DSCN8531.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,9,36,0,0,8,6,0,1,0,40
DSCN8532.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,4,28,0,0,1,16,0,1,0,49
DSCN8533.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,3,47,0,0,4,8,0,0,0,38
DSCN8534.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,10,9,0,0,4,28,0,0,0,48
DSCN8535.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,2,0,0,0,15,7,0,0,3,35,0,0,0,38
DSCN8536.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,9,57,0,0,5,6,0,0,0,22
DSCN8538.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,3,0,0,0,13,17,0,0,0,39,0,6,0,22
DSCN8539.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,2,0,0,0,3,20,0,0,3,34,0,0,0,37
DSCN8540.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,2,0,0,0,8,24,0,0,0,23,0,1,0,41
DSCN8541.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,7,21,0,0,1,3,0,0,0,67
DSCN8556.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,2,96,0,0,0,2,0,0,0,0,0,0,0,0,0
DSCN8558.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0
DSCN8559.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,96,0,0,0,2,0,1,0,0,0,0,0,0,0
DSCN8560.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,2,78,0,0,0,17,0,3,0,0,0,0,0,0,0
DSCN8561.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,6,75,0,0,0,12,3,3,0,1,0,0,0,0,0
DSCN8562.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,91,0,0,0,7,0,2,0,0,0,0,0,0,0
DSCN8563.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,92,0,0,0,5,0,2,0,0,0,0,0,0,0
DSCN8564.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,7,76,0,0,0,9,0,8,0,0,0,0,0,0,0
DSCN8565.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,8,77,0,0,0,11,0,4,0,0,0,0,0,0,0
DSCN8566.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,3,87,0,0,0,9,0,1,0,0,0,0,0,0,0
DSCN8582.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,72,0,0,0,23,0,0,0,0,5
DSCN8584.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,60,0,0,0,35,0,0,0,0,4
DSCN8587.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0
DSCN8588.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
