Name,source,country,site,strata,Label,Cover
AR_PM_PC_MT_20181105_Q02,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,CRB,5
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,MOB,82
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,SC,5
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q03,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,CRB,7
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,MOB,83
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,SC,3
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q04,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,CNCA,0
