Name,source,country,site,strata,BRY,CNCA,CNTR,CRB,MOB,MOG,SP,WPOT,SC,Unc,MAA,MAEC,MAEF,MAEN,MAF,MAG,MALA,MALCB,MAS
CO_GI_PV_HT_20181012_Q08,robot,CO,PV,HT,0,0,0,0,0,0,0,0,97,0,0,0,0,3,0,0,0,0,0
CO_GI_PV_HT_20181012_Q09,robot,CO,PV,HT,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0
CO_GI_PV_HT_20181012_Q10,robot,CO,PV,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
CO_GI_PV_LT_20181012_Q01,robot,CO,PV,LT,0,0,0,0,0,0,0,5,75,0,0,0,0,20,0,0,0,0,0
CO_GI_PV_LT_20181012_Q02,robot,CO,PV,LT,0,0,0,0,0,0,0,0,89,0,0,0,0,11,0,0,0,0,0
CO_GI_PV_LT_20181012_Q03,robot,CO,PV,LT,0,0,0,0,0,0,0,0,96,0,0,0,0,4,0,0,0,0,0
CO_GI_PV_LT_20181012_Q04,robot,CO,PV,LT,0,0,0,0,0,0,0,0,89,0,0,0,0,7,4,0,0,0,0
CO_GI_PV_LT_20181012_Q05,robot,CO,PV,LT,0,0,0,0,0,0,0,1,85,0,0,0,0,14,0,0,0,0,0
CO_GI_PV_LT_20181012_Q06,robot,CO,PV,LT,0,0,0,0,0,0,0,0,90,0,0,0,0,9,1,0,0,0,0
CO_GI_PV_LT_20181012_Q07,robot,CO,PV,LT,0,0,0,0,0,0,0,0,62,0,0,0,0,38,0,0,0,0,0
CO_GI_PV_LT_20181012_Q08,robot,CO,PV,LT,0,0,0,0,0,0,0,0,78,0,0,0,0,22,0,0,0,0,0
CO_GI_PV_LT_20181012_Q09,robot,CO,PV,LT,0,0,0,0,0,0,0,1,64,0,0,0,0,35,0,0,0,0,0
CO_GI_PV_LT_20181012_Q10,robot,CO,PV,LT,0,0,0,0,0,0,0,0,52,0,0,0,0,48,0,0,0,0,0
CO_GI_PV_MT_20181012_Q01,robot,CO,PV,MT,0,0,0,0,0,0,0,33,67,0,0,0,0,0,0,0,0,0,0
CO_GI_PV_MT_20181012_Q02,robot,CO,PV,MT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
CO_GI_PV_MT_20181012_Q03,robot,CO,PV,MT,0,0,0,0,0,0,0,77,19,0,0,0,0,4,0,0,0,0,0
CO_GI_PV_MT_20181012_Q04,robot,CO,PV,MT,0,0,0,0,0,0,0,2,71,0,0,0,0,24,3,0,0,0,0
CO_GI_PV_MT_20181012_Q05,robot,CO,PV,MT,0,0,0,0,0,0,0,5,92,0,0,0,0,3,0,0,0,0,0
CO_GI_PV_MT_20181012_Q06,robot,CO,PV,MT,0,0,0,0,0,0,0,0,98,0,0,0,0,1,1,0,0,0,0
CO_GI_PV_MT_20181012_Q07,robot,CO,PV,MT,0,0,0,0,0,0,0,14,62,0,0,0,0,22,2,0,0,0,0
CO_GI_PV_MT_20181012_Q08,robot,CO,PV,MT,0,0,0,0,0,0,0,19,54,0,0,0,0,25,2,0,0,0,0
CO_GI_PV_MT_20181012_Q09,robot,CO,PV,MT,0,0,0,0,0,0,0,20,69,0,0,0,0,11,0,0,0,0,0
CO_GI_PV_MT_20181012_Q10,robot,CO,PV,MT,0,0,0,0,0,0,0,15,82,0,0,0,0,3,0,0,0,0,0
EC_SX_CD_HT_20190327_Q01,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q02,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q03,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q04,robot,EC,CD,HT,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0
EC_SX_CD_HT_20190327_Q05,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q06,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q07,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q08,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q09,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_HT_20190327_Q10,robot,EC,CD,HT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
EC_SX_CD_LT_20190327_Q01,robot,EC,CD,LT,0,0,0,0,0,0,0,0,81,0,0,0,0,19,0,0,0,0,0
